gender,eng,count,pr_fa,abjad,pr_en,origin,civil_registration_approved
پسر,mohammadarash,306,محمدآرش,593,māraš,"عربی , اوستایی",تایید شده
پسر,mohammadfahim,327,محمدفهیم,227,mfahim,عربی,تایید شده
پسر,mohammadadib,365,محمداديب,109,madib,عربی,تایید شده
پسر,mohammadbelal,176,محمدبلال,155,mbelāl,عربی,تایید شده
پسر,mohammadhamed,1412,محمدحامد,145,mhāmed,عربی,تایید شده
پسر,mohammadhami,342,محمدحامی,151,mhāmi,عربی,تایید شده
پسر,mohammadhanif,2613,محمدحنيف,240,mhanif,عربی,تایید شده
پسر,mohammadheydar,450,محمدحيدر,314,mheydar,عربی,تایید شده
پسر,mohammadkhaled,972,محمدخالد,727,mkhāled,عربی,تایید شده
پسر,mohammadkhalegh,101,محمدخالق,823,mkhāleq,عربی,تایید شده
پسر,mohammadkhalil,1377,محمدخليل,762,mkhalil,عربی,تایید شده
پسر,mohammadrashed,365,محمدراشد,597,mrāšed,عربی,تایید شده
پسر,mohammadsajjad,10435,محمدسجاد,160,msajjād,عربی,تایید شده
پسر,mohammadsharif,11208,محمدشريف,682,mšarif,عربی,تایید شده
پسر,mohammadshafie,3468,محمدشفيع,552,mšafie,عربی,تایید شده
پسر,mohammadaref,6010,محمدعارف,443,māref,عربی,تایید شده
پسر,mohammadamer,1098,محمدعامر,403,māmer,عربی,تایید شده
پسر,manyad,392,مانیاد,106,mānyād,فارسی,تایید شده
پسر,mohaymen,635,مهيمن,145,mohaymen,عربی,تایید شده
پسر,mehrnam,101,مهرنام,336,mnām,فارسی,تایید شده
دختر,mahsima,262,ماهسيما,157,msimā,"فارسی , عربی",تایید شده
دختر,mahrokh,29146,ماهرخ,846,mrokh,فارسی,تایید شده
دختر,mah shid,43601,مهشيد,359,mah šid,فارسی,تایید شده
دختر,mehraveh,521,مهرآوه,257,mehrāve,فارسی,تایید شده
دختر,mehrsan,293,مهرسان,356,msān,فارسی,تایید شده
دختر,mediya,2619,مديا,55,mediyā,"فارسی , یونانی",تایید شده
دختر,moeina,414,معينا,171,moeinā,"فارسی , عربی",تایید شده
دختر,mohseneh,594,محسنه,163,mohsene,عربی,تایید شده
دختر,mahbube,218662,محبوبه,63,mahbube,عربی,تایید شده
دختر,mava,101,مأوا,48,mavā,عربی,تایید شده
دختر,mah fam,496,مهفام,166,mah fām,فارسی,تایید شده
دختر,mah ara,243,مهآرا,247,mah ārā,فارسی,تایید شده
دختر,mehin,146320,مهين,105,meahin,فارسی,تایید شده
دختر,mahpari,11842,ماهپری,258,mpari,فارسی,تایید شده
دختر,mayan,101,مایان,102,māyān,فارسی,تایید شده
دختر,minufar,101,مينوفر,386,mfar,فارسی,تایید شده
دختر,mehrbanu,7863,مهربانو,304,mbānu,فارسی,تایید شده
دختر,marida,,مریدا,255,marida,لری,نامشخص
پسر,melvin,,ملوین,136,melvin,لاتین,نامشخص
دختر,mehrsad,,مهرساد,310,mehrsad,فارسی,نامشخص
دختر,monika,,مونیکا,127,monika,لاتین,نامشخص
دختر,miryam,,میریام,301,miryam,عبری,نامشخص
دختر,miha,,میها,56,miha,مازندرانی,نامشخص
دختر,mahsin,,مهسین,165,mahsin,فارسی,نامشخص
دختر,miraneh,,میرانه,306,mirane,"فارسی , عربی",نامشخص
دختر,mayabano,,مایابانو,111,mayabano,یونانی,نامشخص
دختر,mah saman,,ماه سمن,196,mah saman,فارسی,نامشخص
پسر,mohammadradin,,محمد رادین,357,mradin,"فارسی , عربی",نامشخص
پسر,mohammadmiran,,محمدمیران,393,mmiran,"فارسی , عربی",نامشخص
پسر,mohammadyara,,محمدیارا,304,myara,"فارسی , عربی",نامشخص
پسر,mohammadraya,,محمدرایا,304,mraya,"عربی , عبری",نامشخص
پسر,mohammadmaham,,محمد مهام,178,mmaham,عربی,نامشخص
پسر,mohammadamin,,محمد آمین,193,mamin,عربی,نامشخص
پسر,mohammadfarugh,2057,محمدفاروق,479,mfāruq,عربی,تایید شده
پسر,mohammadaydin,154,محمدآیدین,167,māydin,"ترکی , عربی",تایید شده
پسر,mohammadyasha,120,محمدياشا,404,myāšā,"ترکی , عربی",تایید شده
پسر,mohammaddaniyal,1314,محمددانيال,188,mdāniyāl,"عربی , عبری",تایید شده
پسر,mohammadadnan,817,محمدعدنان,267,madnān,عربی,تایید شده
پسر,mohammadaghil,641,محمدعقیل,302,maqil,عربی,تایید شده
دختر,mitra,82385,ميترا,651,mitrā,"فارسی , اوستایی",تایید شده
دختر,malek naz,6461,ملکناز,148,malek nāz,"فارسی , عربی",تایید شده
دختر,mahdiyezahra,123,مهدیه زهرا,277,mzahrā,عربی,تایید شده
دختر,mahasti,2360,مهستی,515,mahasti,"فارسی , عربی",تایید شده
دختر,mehrnesa,426,مهرنسا,356,mnesā,"فارسی , عربی",تایید شده
دختر,mah yaz,101,مهیاز,63,mah yāz,"ترکی , فارسی",تایید شده
دختر,mahdina,101,مهدینا,110,mahdinā,"فارسی , عربی",تایید شده
دختر,mahiyan,132,مهيان,106,mahiyān,فارسی,تایید شده
دختر,mahisha,101,مهيشا,356,mahišā,فارسی,تایید شده
دختر,meh raz,169,مهراز,253,meh rāz,فارسی,تایید شده
دختر,mehrane,6570,مهرانه,301,mehrāne,فارسی,تایید شده
دختر,mogeh,,موگه,71,moge,فرانسوی,نامشخص
پسر,mohammadarshan,101,محمدارشام,634,maršān,"فارسی , عربی",تایید شده
پسر,mohammadashkan,283,محمداشکان,464,maškān,"فارسی , عربی",تایید شده
پسر,mohammadsagheb,101,محمدثاقب,695,msāqeb,عربی,تایید شده
پسر,mohammadramin,177,محمدرامین,393,mrāmin,"فارسی , عربی",تایید شده
پسر,mohammadsasan,101,محمدساسان,264,msāsān,"فارسی , عربی",تایید شده
پسر,mohammadsaed,101,محمدساعد,227,msāed,عربی,تایید شده
پسر,mohammadarshiya,2708,محمدعرشیا,673,maršiyā,"فارسی , عربی",تایید شده
پسر,mohammadfarzad,300,محمدفرزاد,384,mfarzād,"فارسی , عربی",تایید شده
پسر,mohammadfarzin,227,محمدفرزین,439,mfarzin,"فارسی , عربی",تایید شده
پسر,mohammadnima,1058,محمدنیما,193,mnimā,"فارسی , عربی",تایید شده
پسر,mashaallah,27576,ماشاءالله,408,māšāallāh,عربی,تایید شده
پسر,menhaj,101,منهاج,99,menhāj,عربی,تایید شده
پسر,menhajoddin,101,منهاجالدين,194,menhājoddin,عربی,تایید شده
پسر,mohammadmusa,1917,محمدموسی,208,mmusā,"عربی , عبری",تایید شده
پسر,mohammadhuram,101,محمدهورام,344,mhurām,"عربی , عبری",تایید شده
پسر,mohammadyunos,1794,محمدیونس,218,myunoes,"عربی , عبری",تایید شده
پسر,motiea,101,مطیعا,130,motieā,"فارسی , عربی",تایید شده
پسر,mohammadfarbod,142,محمدفربد,378,mfarboud,"فارسی , عربی",تایید شده
پسر,mohammadghasem,10540,محمدقاسم,293,mqāsem,عربی,تایید شده
پسر,mohammadgham,468,محمدقائم,243,mqām,عربی,تایید شده
پسر,mohammadghadir,211,محمدقدير,406,mqadir,عربی,تایید شده
پسر,mohammadkamal,332,محمدکمال,183,mkamāl,عربی,تایید شده
پسر,mohammadmajed,152,محمدماجد,140,mmājed,عربی,تایید شده
پسر,mohammadmojib,101,محمدمجیب,147,mmojib,عربی,تایید شده
پسر,mohammadmojir,101,محمدمجیر,345,mmojir,عربی,تایید شده
پسر,mohammadmohtasham,101,محمدمحتشم,880,mmohtašam,عربی,تایید شده
پسر,mohammadmohmod,101,محمدمحمود,190,mmohmod,عربی,تایید شده
پسر,mah bud,123,مهبود,57,mah bud,فارسی,تایید شده
دختر,mandan,101,ماندان,146,māndān,فارسی,تایید شده
دختر,menta,101,منتا,491,mentā,اوستایی,تایید شده
دختر,malak jahan,742,ملکجهان,149,malak jahān,عربی,تایید شده
دختر,mah jabin,2667,مه جبین,110,mah jabin,"فارسی , عربی",تایید شده
دختر,mehrzahra,101,مهرزهرا,458,mzahrā,"فارسی , عربی",تایید شده
دختر,mahmonir,6779,ماه منیر,346,mmonir,"فارسی , عربی",تایید شده
دختر,mahsanam,4757,ماهصنم,226,msanam,"فارسی , عربی",تایید شده
دختر,mamak,294,مامک,101,māmak,فارسی,تایید شده
دختر,mamakan,101,مامکان,152,māmakān,فارسی,تایید شده
دختر,manadokht,101,مانادخت,1096,mdokht,فارسی,تایید شده
دختر,manushak,111,مانوشاک,418,mānušāk,کردی,تایید شده
دختر,maha,101,ماها,47,māhā,فارسی,تایید شده
دختر,mahineh,101,ماهينه,111,māhine,فارسی,تایید شده
دختر,mahpasand,2427,ماه پسند,162,mpasand,فارسی,تایید شده
دختر,mahtina,201,ماهتينا,507,mtinā,فارسی,تایید شده
دختر,mahdis,147,ماهديس,120,mdis,فارسی,تایید شده
دختر,mahriz,101,ماهریز,263,mriz,فارسی,تایید شده
دختر,mariyeh,10635,ماريه,256,māriye,عربی,تایید شده
دختر,marsin,101,مرسين,360,marsin,فارسی,تایید شده
پسر,mahabod,,مهابد,52,mahabod,فارسی,نامشخص
دختر,mehr nika,,مهرنیکا,326,mnika,فارسی,نامشخص
پسر,mirka,,میرکا,271,mirka,مازندرانی,نامشخص
دختر,milkan,,میلکان,151,milkan,کردی,نامشخص
پسر,moslehoddin,227,مصلحالدين,263,moslehoddin,عربی,تایید شده
پسر,manshur,101,منشور,596,manšur,عربی,تایید شده
پسر,mazid,136,مزيد,61,mazid,عربی,تایید شده
پسر,mohyiyoddin,283,محيی الدين,163,mohyiyoddin,عربی,تایید شده
پسر,mosaffa,101,مصفا,211,mosaffā,عربی,تایید شده
پسر,majddoddin,191,مجدالدين,142,majddoddin,عربی,تایید شده
پسر,mohammadfarshad,101,محمدفرشاد,677,mfaršād,"فارسی , عربی",تایید شده
پسر,mohammadafshin,101,محمدافشین,533,mafšin,"فارسی , عربی",تایید شده
پسر,mohammadomid,614,محمداميد,147,momid,"فارسی , عربی",تایید شده
پسر,mohammadarsham,317,محمدآرشام,634,māršām,"فارسی , عربی",تایید شده
پسر,mohammadariyan,294,محمدآريان,354,māriyān,"فارسی , عربی",تایید شده
پسر,mohammadborna,101,محمدبرنا,345,mbornā,"فارسی , عربی",تایید شده
پسر,mohammadbehrad,420,محمدبهراد,304,mbehrād,"فارسی , عربی",تایید شده
پسر,mohammadbehruz,101,محمدبهروز,312,mbehruz,"فارسی , عربی",تایید شده
پسر,mohammadbehzad,164,محمدبهزاد,111,mbehzād,"فارسی , عربی",تایید شده
پسر,mohammadbahman,101,محمدبهمن,189,mbahman,"فارسی , عربی , پهلوی , اوستایی",تایید شده
پسر,mohammadbehnam,279,محمدبهنام,190,mbehnām,"فارسی , عربی",تایید شده
پسر,mohammadpaya,101,محمدپایا,106,mpāyā,"فارسی , عربی",تایید شده
پسر,mohammadpedram,285,محمدپدرام,339,mpedrām,"فارسی , عربی",تایید شده
پسر,mohammadpeyman,178,محمدپيمان,195,mpeymān,"فارسی , عربی",تایید شده
پسر,mohammadmorad,10649,محمدمراد,337,mmorād,عربی,تایید شده
پسر,mohammadmaseud,2195,محمدمسعود,272,mmaseud,عربی,تایید شده
پسر,mohammadmoslem,318,محمدمسلم,262,mmoslem,عربی,تایید شده
پسر,mohammadmoshtagh,101,محمدمشتاق,933,mmoštāq,عربی,تایید شده
پسر,mohammadmesbah,168,محمدمصباح,233,mmesbāh,عربی,تایید شده
پسر,mohammadmaesum,101,محمدمعصوم,338,mmaesum,عربی,تایید شده
پسر,mohammadmoeid,425,محمدمعید,216,mmoeid,عربی,تایید شده
پسر,mohammadmaghsud,101,محمدمقصود,332,mmaqsud,عربی,تایید شده
پسر,mohammadmansur,528,محمدمنصور,478,mmansur,عربی,تایید شده
پسر,mohammadmonem,101,محمدمنعم,292,mmonem,عربی,تایید شده
پسر,mohammadmonib,141,محمدمنیب,194,mmonib,عربی,تایید شده
پسر,mohammadnejat,101,محمدنجات,546,mnejāt,عربی,تایید شده
پسر,mohammadnaji,101,محمدناجی,156,mnāji,عربی,تایید شده
پسر,mohammadnaseh,138,محمدناصح,241,mnāseh,عربی,تایید شده
دختر,mah su,101,مهسو,111,mah su,"ترکی , فارسی",تایید شده
دختر,mahjahan,2964,ماهجهان,105,mjahān,فارسی,تایید شده
دختر,malak zaman,104,ملکزمان,188,malak zamān,عربی,تایید شده
دختر,mataneh,101,متانه,496,matāne,عربی,تایید شده
دختر,manal,1188,منال,121,manāl,عربی,تایید شده
دختر,mona,29912,منا,91,monā,عربی,تایید شده
دختر,mobarra,121,مبرا,243,mobarrā,عربی,تایید شده
دختر,mozayan,384,مزين,107,mozayan,عربی,تایید شده
دختر,mahtaleat,2660,ماه طلعت,555,mtaleat,"فارسی , عربی",تایید شده
دختر,minumehr,101,مینومهر,351,mmehr,فارسی,تایید شده
دختر,magnolia,101,ماگنولیا,158,māgnoliā,فرانسوی,تایید شده
دختر,mahsa,101,ماهسا,107,msā,فارسی,تایید شده
دختر,mahsatti,101,ماهستی,516,msatti,"فارسی , عربی",تایید شده
دختر,mahnegar,515,ماهنگار,317,mnegār,فارسی,تایید شده
دختر,mahvar,3930,ماهور,252,māhvar,فارسی,تایید شده
دختر,mahvar,101,ماهوار,253,māhvār,فارسی,تایید شده
دختر,marjandokht,101,مرجاندخت,1298,mdokht,"فارسی , عربی",تایید شده
دختر,marmarin,101,مرمرين,540,marmarin,فارسی,تایید شده
دختر,marmari,101,مرمری,490,marmari,فارسی,تایید شده
دختر,mashana,101,مشانا,392,mašānā,"فارسی , عربی",تایید شده
دختر,marmar,2283,مرمر,480,marmar,فارسی,تایید شده
دختر,maryan,118,مريان,301,maryān,لاتین,تایید شده
دختر,mahpeykar,1155,ماهپيکر,278,mpeykar,فارسی,تایید شده
دختر,mehravir,,مهرآویر,462,mehravir,فارسی,نامشخص
دختر,mahdoneh,,مهدونه,110,mahdone,فارسی,نامشخص
دختر,maham,,ماهم,86,maham,ترکی,نامشخص
پسر,mehrvala,,مهروالا,283,mehrvala,فارسی,نامشخص
پسر,mehrvin,,مهروین,311,mehrvin,فارسی,نامشخص
دختر,mehrosha,,مهروشا,552,mehrosha,فارسی,نامشخص
پسر,mata,,ماتا,442,mata,گیلکی,نامشخص
پسر,mehrsana,,مهرثنا,796,msana,"فارسی , عربی",نامشخص
دختر,moniro,,منیرو,306,moniro,عربی,نامشخص
پسر,mohammadakam,,محمد آکام,154,mākām,"فارسی , عربی",نامشخص
دختر,maesumebanu,,معصومه بانو,310,mbanu,"فارسی , عربی",نامشخص
دختر,medis,,مدیس,114,medis,عبری,نامشخص
پسر,marzvan,101,مرزوان,304,marzvān,فارسی,تایید شده
پسر,mazdeyasna,101,مزديسنا,172,mazdeyasnā,"پهلوی , اوستایی",تایید شده
پسر,mehrkusha,101,مهرکوشا,572,mkušā,فارسی,تایید شده
پسر,menak,101,مناک,111,menāk,پهلوی,تایید شده
پسر,motevakkel,101,متوکل,496,moteavakkel,عربی,تایید شده
